x,y,label
3.075158977899954,2.0103462256929125,B
3.749482812306696,2.834419468150829,A
3.8149326280872318,3.2103390578968214,B
0.2758451933099695,1.5469913536449849,A
4.0737321340005845,0.8634683066832127,B
4.068342962249277,1.197432401127783,A
1.4755143997839955,0.18054354336435163,B
2.849124402470465,1.5450889587428622,A
3.3162136795227575,0.7265353515357263,A
2.7651380208424268,3.3952722227085177,B
1.2187420607397388,2.6916872534571707,A
0.24930768582734375,1.941342745958957,A
3.337712415191319,-0.46745168505008616,A
4.644436045091355,3.3316331038491764,A
1.8586842017688665,1.9547112886850577,A
1.413267709008106,4.440716044387857,B
4.22012324342415,-0.03115221022516368,A
0.7575993262868511,-0.3092400142413182,B
3.0141182778913596,1.2834134033334124,B
2.2335529853782763,0.18777006991882447,A
0.8390729959906196,-0.5695085227175738,A
4.80103799338666,3.2160514195541605,B
1.031694601483399,2.0389799107799838,B
4.959436807145411,1.1052128359080822,A
2.756301301998182,1.7686119933534497,B
0.4817539140545573,3.0133303476562605,A
3.9113856133309692,3.842785599749123,B
2.5617266929426816,3.380225498159676,B
5.450074395963261,2.9067658184992937,B
2.4377611643838795,2.807445703234656,B
4.590988605113386,1.8606991672919992,B
2.514133768735288,-0.539971952867449,B
1.3963340647470635,2.2935801317227504,B
3.8019330013157506,-0.19405161748148836,A
5.0643032518503,4.154965405892738,A
2.9297455170627966,2.4623456060493303,B
4.454305049842508,0.2034686544105352,A
4.504468548377841,0.7710558649661645,A
5.389172317024998,1.4522104180182924,A
4.574421253063583,0.8481533338873495,A
2.189616300464637,3.2675740011610106,B
4.878379689164556,2.715314316822522,B
-0.11216506733832587,0.9772319475771638,B
1.6195738781010796,3.748631342292041,A
4.80300436314148,2.2711138676524194,B
1.4686022445564528,3.5723731207900937,A
0.2234756314531005,1.108232599137044,A
4.200119590782742,1.9006731863175361,B
1.5318051858970996,4.8660875642048405,A
1.0179768638919815,2.8367979478374257,A
0.4558051478061368,0.6436920465046414,B
0.03978974412887752,0.6693181508546806,A
3.809510035844991,0.5765717655603102,B
0.9845864109302305,2.0672505088456474,A
1.405853633745715,4.324200695881448,B
4.157570367310061,3.2982527333475007,B
4.4992488273203115,2.531290336138046,A
2.3701334030201733,2.3518287157357634,A
2.7990049297487607,1.0557678978354175,A
0.28615953590436854,0.8329861756679933,B
1.0404027782443168,3.690639113091579,B
0.6971411564208295,3.204351153997499,B
2.058561489125968,-0.4892891961731167,B
5.590788730988994,3.344671253844474,B
4.858920456071966,2.7696360144545515,A
1.17534343685062,1.8534882313024406,B
0.3290584989098113,1.9149178938627853,B
1.012026795336567,1.1931582923678459,A
5.5025673231177334,1.651756104786346,B
3.060248052026493,3.8264364612198056,A
0.38465829473277824,4.972081198688285,A
0.2534179199251251,0.1667172075402058,A
4.544780166441338,4.695350331667431,B
2.2682886923297443,3.666136040751824,B
2.5992242120109768,1.202232731554231,B
0.06704302183363464,-0.16644769892207356,B
2.331176401359782,1.963246645966114,A
1.87253484836189,0.5662629452528182,A
4.554967799066191,0.8451853961460762,B
3.1123931275943066,4.077755609332385,B
1.7218854172263236,4.4907019917666275,A
1.4855576054734527,3.5321072021150375,A
1.6105842487106259,3.1133081086445205,A
4.986248879733176,2.5569363041505215,A
5.3225804954447815,3.8235585266263343,A
-0.0666164373390622,4.773990475910081,A
-0.37313027795824555,4.413104249223399,A
3.4730123696916353,3.9593595188232444,A
1.1222118957743255,2.4986296891714574,B
1.39129292694107,5.010279919087481,B
2.1589472720491614,1.9074415348557763,A
0.518064365282761,3.5796531704366825,B
2.4276446753322762,3.5271241650866414,A
3.7344837862429396,2.316644880119039,B
-0.49525578734135955,1.2922877289371466,A
1.151695895123538,4.379624063133198,B
4.240949654542637,0.48333468776628596,B
2.0250178050215855,5.4224651309980825,B
2.0152805252402457,1.288463976498169,B
0.8824523193349966,1.8285124469064509,A
